Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Critica_Profesional,Critica_Usuario,Tiene_Rating
Command & Conquer: Red Alert 3,PC,2008.0,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67,,,,,,No,No,No
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,2005.0,Action,Disney Interactive Studios,0.48,0.18,0.0,0.01,0.67,66.0,7.0,6.8,5.0,E,Sí,Sí,Sí
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006.0,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66,,,,,,No,No,No
Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014.0,Action,Disney Interactive Studios,0.38,0.22,0.0,0.06,0.66,,,,,,No,No,No
Madden NFL 10,PSP,2009.0,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,,,7.8,5.0,E,No,Sí,Sí
Pro Pinball: Big Race USA,PS,1999.0,Simulation,Take-Two Interactive,0.37,0.25,0.0,0.04,0.66,69.0,4.0,,,E,Sí,No,Sí
NFL Street,X,2004.0,Sports,Electronic Arts,0.49,0.15,0.0,0.02,0.66,81.0,38.0,8.8,9.0,E,Sí,Sí,Sí
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007.0,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,77.0,41.0,7.1,26.0,E10+,Sí,Sí,Sí
Blazing Angels: Squadrons of WWII,PS3,2006.0,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.66,67.0,26.0,6.9,9.0,T,Sí,Sí,Sí
Bakugan: Battle Brawlers,Wii,2009.0,Action,Activision,0.59,0.03,0.0,0.05,0.66,62.0,12.0,7.2,11.0,E,Sí,Sí,Sí
WWE SmackDown vs. RAW 2007,PSP,2006.0,Fighting,THQ,0.33,0.2,0.0,0.14,0.66,78.0,13.0,8.1,21.0,T,Sí,Sí,Sí
Country Dance,Wii,2011.0,Misc,Funbox Media,0.58,0.04,0.0,0.05,0.66,,,,,E10+,No,No,Sí
Tony Hawks Proving Ground,PS2,2007.0,Sports,Activision,0.55,0.02,0.0,0.09,0.66,65.0,6.0,6.6,17.0,T,Sí,Sí,Sí
The Darkness,PS3,2007.0,Shooter,Take-Two Interactive,0.2,0.33,0.0,0.13,0.66,80.0,35.0,7.7,109.0,M,Sí,Sí,Sí
MLB 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66,61.0,21.0,7.9,9.0,E,Sí,Sí,Sí
BioShock Infinite,PC,2013.0,Shooter,Take-Two Interactive,0.29,0.3,0.0,0.07,0.66,94.0,68.0,8.5,7350.0,M,Sí,Sí,Sí
Naruto Shippuden: Ultimate Ninja 4,PS2,2007.0,Fighting,Atari,0.26,0.01,0.13,0.26,0.66,,,,,,No,No,No
Tiger Woods PGA Tour 2000,PS,1998.0,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66,,,,,,No,No,No
Darkstone,PS,2001.0,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66,58.0,10.0,8.4,13.0,T,Sí,Sí,Sí
LEGO Harry Potter: Years 5-7,DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.34,0.25,0.0,0.07,0.66,69.0,4.0,,,E10+,Sí,No,Sí
NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,74.0,13.0,8.0,27.0,E,Sí,Sí,Sí
Finding Nemo,X,2003.0,Action,THQ,0.48,0.16,0.0,0.02,0.66,63.0,11.0,,,E,Sí,No,Sí
Thrillville,PS2,2006.0,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,69.0,32.0,2.9,52.0,E10+,Sí,Sí,Sí
Lollipop Chainsaw,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66,67.0,37.0,7.1,199.0,M,Sí,Sí,Sí
Jikkyou World Soccer 2000 Final Edition,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66,,,,,,No,No,No
Hidden Objects: Mystery Stories,DS,2009.0,Adventure,GSP,0.18,0.43,0.0,0.05,0.66,,,,,,No,No,No
Madagascar,GC,2005.0,Platform,Activision,0.52,0.13,0.0,0.02,0.66,70.0,21.0,,,E10+,Sí,No,Sí
Tom Clancys EndWar,PS3,2008.0,Strategy,Ubisoft,0.33,0.22,0.01,0.11,0.66,76.0,33.0,6.6,42.0,T,Sí,Sí,Sí
Castlevania: Lords of Shadow,X360,2010.0,Action,Konami Digital Entertainment,0.42,0.17,0.01,0.05,0.66,83.0,70.0,7.8,239.0,M,Sí,Sí,Sí
Puzzler Brain Games,Wii,2012.0,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,,,,,,No,No,No
NHL 10,X360,2009.0,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,88.0,52.0,8.4,71.0,E10+,Sí,Sí,Sí
TV Show King Party,Wii,2008.0,Puzzle,Ubisoft,0.18,0.4,0.0,0.08,0.66,,,,,T,No,No,Sí
Metro: Last Light,PS4,2014.0,Action,Deep Silver,0.22,0.3,0.04,0.1,0.66,,,,,,No,No,No
Dragon Quest Monsters: Caravan Heart,GBA,2003.0,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66,,,,,,No,No,No
Strawberry Shortcake: Summertime Adventure,GBA,2004.0,Adventure,Majesco Entertainment,0.47,0.18,0.0,0.01,0.66,,,,,E,No,No,Sí
Street Fighter Anniversary Collection,PS2,2004.0,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,78.0,30.0,8.7,20.0,T,Sí,Sí,Sí
Legend of Legaia,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66,,,,,,No,No,No
NHL 13,X360,2012.0,Sports,Electronic Arts,0.51,0.1,0.0,0.05,0.66,83.0,44.0,6.6,86.0,E10+,Sí,Sí,Sí
Rayman Legends,WiiU,2013.0,Platform,Ubisoft,0.25,0.33,0.03,0.05,0.66,92.0,35.0,8.7,467.0,E10+,Sí,Sí,Sí
The Sims: Bustin Out,GC,2003.0,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,81.0,30.0,9.0,15.0,T,Sí,Sí,Sí
Keystone Kapers,2600,1982.0,Action,Activision,0.62,0.04,0.0,0.01,0.66,,,,,,No,No,No
Ratatouille,PSP,2007.0,Action,THQ,0.22,0.27,0.0,0.16,0.66,64.0,7.0,7.1,7.0,E,Sí,Sí,Sí
The Crew,XOne,2014.0,Racing,Ubisoft,0.27,0.34,0.0,0.05,0.66,64.0,18.0,5.9,177.0,T,Sí,Sí,Sí
Shrek: Hassle at the Castle,GBA,2002.0,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,71.0,7.0,7.4,5.0,E,Sí,Sí,Sí
Plants vs. Zombies: Garden Warfare,PS3,2014.0,Shooter,Electronic Arts,0.22,0.32,0.01,0.11,0.66,,,7.8,24.0,E10+,No,Sí,Sí
Suikoden IV,PS2,2004.0,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,63.0,44.0,7.4,48.0,T,Sí,Sí,Sí
Gods Eater Burst,PSP,2010.0,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,71.0,30.0,7.9,35.0,T,Sí,Sí,Sí
Fist of the North Star: Kens Rage,PS3,2010.0,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,60.0,30.0,6.9,29.0,M,Sí,Sí,Sí
One Piece: Pirate Warriors 2,PS3,2013.0,Action,Namco Bandai Games,0.0,0.19,0.42,0.05,0.66,71.0,35.0,7.8,61.0,T,Sí,Sí,Sí
Disney's Kim Possible 2: Drakkens Demise,GBA,2004.0,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66,77.0,8.0,,,E,Sí,No,Sí
Um Jammer Lammy,PS,1998.0,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66,,,,,,No,No,No
Brothers In Arms: Road to Hill 30,X,2005.0,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66,88.0,64.0,8.0,69.0,M,Sí,Sí,Sí
Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,,,,,,No,No,No
Animaniacs Ten Pin Alley,PS,1998.0,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66,,,,,,No,No,No
Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0.0,0.1,0.65,85.0,51.0,7.8,192.0,M,Sí,Sí,Sí
Freedom Wars,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73.0,39.0,8.3,266.0,T,Sí,Sí,Sí
Kung Fu Panda,PS2,2008.0,Action,Activision,0.24,0.0,0.0,0.41,0.65,73.0,6.0,8.6,5.0,E10+,Sí,Sí,Sí
Ratchet & Clank: Into the Nexus,PS3,2013.0,Shooter,Sony Computer Entertainment,0.3,0.25,0.0,0.1,0.65,,,,,,No,No,No
Evolve,XOne,2015.0,Shooter,Take-Two Interactive,0.39,0.2,0.0,0.06,0.65,74.0,31.0,5.1,337.0,M,Sí,Sí,Sí
The Last Story,Wii,2011.0,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80.0,61.0,8.4,179.0,T,Sí,Sí,Sí
Club Penguin: Elite Penguin Force - Herberts Revenge,DS,2010.0,Adventure,Disney Interactive Studios,0.39,0.21,0.0,0.06,0.65,,,,,,No,No,No
Shaun White Snowboarding,PS3,2008.0,Sports,Ubisoft,0.31,0.24,0.01,0.1,0.65,63.0,30.0,6.3,26.0,T,Sí,Sí,Sí
The Biggest Loser: Challenge,Wii,2010.0,Sports,THQ,0.48,0.12,0.0,0.05,0.65,,,,,E,No,No,Sí
Radiata Stories,PS2,2005.0,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,74.0,36.0,9.1,55.0,T,Sí,Sí,Sí
Peppa Pig: Fun and Games,DS,2010.0,Misc,Ubisoft,0.0,0.57,0.0,0.09,0.65,,,,,,No,No,No
LEGO Jurassic World,3DS,2015.0,Action,Warner Bros. Interactive Entertainment,0.31,0.25,0.03,0.05,0.65,,,7.2,11.0,E10+,No,Sí,Sí
Far Cry 4,PC,2014.0,Shooter,Ubisoft,0.16,0.45,0.0,0.05,0.65,80.0,17.0,6.7,1079.0,M,Sí,Sí,Sí
Wario: Master of Disguise,DS,2007.0,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60.0,35.0,7.4,19.0,E10+,Sí,Sí,Sí
F-Zero GX,GC,2003.0,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,89.0,50.0,8.6,163.0,T,Sí,Sí,Sí
Disney's Chicken Little,PS2,2005.0,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65,60.0,20.0,8.9,7.0,E10+,Sí,Sí,Sí
Scene It? Box Office Smash,X360,2008.0,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.65,76.0,32.0,7.4,25.0,T,Sí,Sí,Sí
Yoshi Topsy-Turvy,GBA,2004.0,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,60.0,23.0,6.6,5.0,E,Sí,Sí,Sí
Metal Gear Solid V: The Phantom Pain,PS3,2015.0,Action,Konami Digital Entertainment,0.22,0.13,0.23,0.07,0.65,,,7.2,175.0,M,No,Sí,Sí
Monster Jam: Maximum Destruction,PS2,2002.0,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,47.0,11.0,6.0,6.0,T,Sí,Sí,Sí
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005.0,Misc,THQ,0.47,0.17,0.0,0.01,0.65,,,,,,No,No,No
Tiger Woods PGA Tour 09,PS3,2008.0,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.65,82.0,34.0,7.2,9.0,E,Sí,Sí,Sí
World of Dragon Warrior - Torneko: The Last Hope,PS,1999.0,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65,,,,,,No,No,No
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007.0,Action,Activision,0.23,0.26,0.0,0.16,0.65,,,,,,No,No,No
Tiger Woods PGA Tour 09,X360,2008.0,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,84.0,41.0,7.8,29.0,E,Sí,Sí,Sí
Assassins Creed IV: Black Flag,PC,2013.0,Action,Ubisoft,0.22,0.38,0.0,0.05,0.65,84.0,10.0,7.7,1483.0,M,Sí,Sí,Sí
Advance Wars 2: Black Hole Rising,GBA,2003.0,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,89.0,34.0,9.4,97.0,E,Sí,Sí,Sí
Borderlands 2,PSV,2014.0,Shooter,Take-Two Interactive,0.33,0.16,0.01,0.15,0.65,64.0,31.0,7.6,358.0,M,Sí,Sí,Sí
Centipede,PS,1998.0,Shooter,Atari,0.36,0.25,0.0,0.04,0.65,,,,,,No,No,No
Drakengard,PS2,2003.0,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,63.0,55.0,9.1,89.0,M,Sí,Sí,Sí
SingStar Pop Hits,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,0.5,0.0,0.15,0.65,,,,,,No,No,No
Kung-Fu Master,2600,1987.0,Action,Activision,0.6,0.04,0.0,0.01,0.65,,,,,,No,No,No
Champions: Return to Arms,PS2,2005.0,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,77.0,48.0,8.8,43.0,T,Sí,Sí,Sí
Harry Potter and the Goblet of Fire,PS2,2005.0,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,68.0,29.0,6.7,48.0,E10+,Sí,Sí,Sí
Toy Story 3: The Video Game,PSP,2010.0,Action,Disney Interactive Studios,0.27,0.24,0.0,0.14,0.65,,,,,,No,No,No
SingStar R&,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.6,0.65,,,,,,No,No,No
Mary-Kate and Ashley: Magical Mystery Mall,PS,2000.0,Adventure,Acclaim Entertainment,0.36,0.24,0.0,0.04,0.65,,,,,,No,No,No
MX vs. ATV Untamed,PSP,2007.0,Racing,THQ,0.35,0.18,0.0,0.12,0.65,59.0,12.0,,,E,Sí,No,Sí
007: Quantum of Solace,Wii,2008.0,Action,Activision,0.29,0.28,0.01,0.07,0.65,54.0,11.0,7.5,26.0,T,Sí,Sí,Sí
Tiger Woods PGA Tour 10,X360,2009.0,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,80.0,51.0,6.9,20.0,E,Sí,Sí,Sí
Crafting Mama,DS,2010.0,Simulation,505 Games,0.39,0.19,0.01,0.05,0.65,,,,,E,No,No,Sí
Super Robot Taisen Impact,PS2,2002.0,Strategy,Banpresto,0.0,0.0,0.65,0.0,0.65,,,,,,No,No,No
Wall-E,PSP,2008.0,Platform,THQ,0.29,0.22,0.0,0.14,0.65,64.0,8.0,,,E,Sí,No,Sí
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.65,0.0,0.65,,,,,,No,No,No
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014.0,Action,Disney Interactive Studios,0.29,0.25,0.0,0.11,0.65,,,,,,No,No,No
Overwatch,PC,2016.0,Shooter,Activision,0.28,0.31,0.0,0.05,0.65,91.0,62.0,6.8,4160.0,T,Sí,Sí,Sí
Harry Potter and the Half-Blood Prince,PS2,2009.0,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64,,,8.3,13.0,E10+,No,Sí,Sí
Crash Bandicoot Purple: Riptos Rampage,GBA,2004.0,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,67.0,23.0,6.8,13.0,E,Sí,Sí,Sí
LEGO Dimensions,X360,2015.0,Action,Warner Bros. Interactive Entertainment,0.33,0.26,0.0,0.06,0.64,,,6.1,18.0,,No,Sí,No
Need For Speed: Undercover,Wii,2008.0,Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,54.0,12.0,6.2,29.0,T,Sí,Sí,Sí
The LEGO Movie Videogame,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.23,0.03,0.05,0.64,68.0,5.0,7.7,25.0,E10+,Sí,Sí,Sí
Spyro: A Heros Tail,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,60.0,16.0,8.0,44.0,E,Sí,Sí,Sí
Crash: Twinsanity,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,64.0,38.0,8.0,132.0,E,Sí,Sí,Sí
Quantum Break,XOne,2016.0,Action,Microsoft Game Studios,0.38,0.2,0.01,0.06,0.64,77.0,106.0,6.8,1682.0,M,Sí,Sí,Sí
Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,THQ,0.44,0.14,0.0,0.06,0.64,72.0,21.0,7.7,22.0,E,Sí,Sí,Sí
Max Payne 2: The Fall of Max Payne,X,2003.0,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,84.0,34.0,8.2,50.0,M,Sí,Sí,Sí
GoldenEye: Rogue Agent,PS2,2004.0,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,60.0,38.0,7.0,32.0,T,Sí,Sí,Sí
WWE 2K15,X360,2014.0,Sports,Take-Two Interactive,0.38,0.21,0.0,0.06,0.64,50.0,5.0,4.0,65.0,T,Sí,Sí,Sí
Star Ocean: First Departure,PSP,2007.0,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,74.0,32.0,7.4,28.0,T,Sí,Sí,Sí
Paws & Claws: Pet Vet,DS,2007.0,Simulation,THQ,0.59,0.0,0.0,0.05,0.64,,,,,,No,No,No
James Bond 007: Everything or Nothing,X,2004.0,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,83.0,51.0,7.4,27.0,T,Sí,Sí,Sí
NHL 16,PS4,2015.0,Sports,Electronic Arts,0.37,0.16,0.0,0.11,0.64,78.0,28.0,5.5,158.0,E10+,Sí,Sí,Sí
X2: Wolverines Revenge,PS2,2003.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64,58.0,24.0,7.2,13.0,T,Sí,Sí,Sí
NBA Live 06,X,2005.0,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,79.0,30.0,6.4,15.0,E,Sí,Sí,Sí
Tom Clancys Rainbow Six,N64,1999.0,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64,,,,,,No,No,No
Castlevania,N64,1999.0,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,,,,,,No,No,No
Rayman 2: The Great Escape,N64,1999.0,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64,,,,,,No,No,No
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Majesco Entertainment,0.46,0.17,0.0,0.01,0.64,,,,,,No,No,No
New Play Control! Pikmin,Wii,2008.0,Strategy,Nintendo,0.28,0.12,0.19,0.04,0.64,,,,,,No,No,No
Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,61.0,39.0,6.5,49.0,E,Sí,Sí,Sí
Football Manager 2014,PC,2013.0,Sports,Sega,0.0,0.6,0.0,0.03,0.64,85.0,41.0,5.5,277.0,E,Sí,Sí,Sí
LEGO Dimensions,PS3,2015.0,Action,Warner Bros. Interactive Entertainment,0.2,0.34,0.0,0.1,0.64,,,6.4,18.0,,No,Sí,No
TimeSplitters 2,X,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,88.0,20.0,7.7,34.0,T,Sí,Sí,Sí
LittleBigPlanet 3,PS3,2014.0,Platform,Sony Computer Entertainment,0.2,0.33,0.01,0.1,0.64,,,7.2,64.0,E,No,Sí,Sí
Dragon Quest Monsters Joker 3,3DS,2016.0,Role-Playing,Square Enix,0.0,0.0,0.64,0.0,0.64,,,,,,No,No,No
Onimusha: Dawn of Dreams,PS2,2006.0,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81.0,45.0,8.9,63.0,M,Sí,Sí,Sí
Sengoku Basara: Samurai Heroes,PS3,2010.0,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61.0,37.0,7.9,29.0,T,Sí,Sí,Sí
Stuntman: Ignition,X360,2007.0,Racing,THQ,0.25,0.31,0.0,0.07,0.64,75.0,38.0,7.3,31.0,T,Sí,Sí,Sí
Real Heroes: Firefighter,Wii,2009.0,Action,Rondomedia,0.56,0.04,0.0,0.05,0.64,67.0,18.0,8.2,10.0,E10+,Sí,Sí,Sí
Dead or Alive 5,PS3,2012.0,Fighting,Tecmo Koei,0.23,0.14,0.2,0.07,0.64,74.0,34.0,7.7,109.0,M,Sí,Sí,Sí
Up,DS,2009.0,Action,THQ,0.3,0.27,0.0,0.07,0.64,,,,,E,No,No,Sí
Paper Mario: Color Splash,WiiU,2016.0,Role-Playing,Nintendo,0.29,0.23,0.06,0.05,0.64,76.0,73.0,6.9,226.0,E,Sí,Sí,Sí
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,THQ,0.46,0.17,0.0,0.01,0.64,,,,,,No,No,No
Konami Collectors Series: Arcade Advanced,GBA,2002.0,Misc,Konami Digital Entertainment,0.46,0.17,0.0,0.01,0.64,78.0,10.0,,,E,Sí,No,Sí
Dragon Ball: Raging Blast 2,X360,2010.0,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57.0,33.0,7.4,31.0,T,Sí,Sí,Sí
Jampack Volume 13 (RP-T),PS2,2005.0,Misc,Sony Computer Entertainment,0.31,0.24,0.0,0.08,0.64,,,,,,No,No,No
NHL 13,PS3,2012.0,Sports,Electronic Arts,0.33,0.21,0.0,0.09,0.64,84.0,22.0,6.8,60.0,E10+,Sí,Sí,Sí
Madden NFL 2001,N64,2000.0,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64,,,,,,No,No,No
Cruisn World,N64,1998.0,Racing,Nintendo,0.59,0.04,0.0,0.01,0.64,,,,,,No,No,No
Minecraft: Story Mode,XOne,2015.0,Adventure,Mojang,0.36,0.22,0.0,0.06,0.64,,,,,,No,No,No
Lemony Snickets A Series of Unfortunate Events,PS2,2004.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64,63.0,25.0,5.7,12.0,E,Sí,Sí,Sí
Lost Planet: Extreme Condition,PS3,2008.0,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,67.0,34.0,7.0,36.0,T,Sí,Sí,Sí
Rocksmith 2014,PS4,2014.0,Misc,Ubisoft,0.35,0.17,0.0,0.11,0.63,,,,,,No,No,No
X-Men Legends II: Rise of Apocalypse,PS2,2005.0,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,82.0,44.0,7.3,41.0,T,Sí,Sí,Sí
FIFA 15,PSV,2014.0,Sports,Electronic Arts,0.09,0.37,0.05,0.13,0.63,,,3.0,43.0,E,No,Sí,Sí
Nightmare Creatures,PS,1997.0,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.63,,,,,,No,No,No
SingStar Queen,PS2,2009.0,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63,73.0,9.0,,,T,Sí,No,Sí
LEGO Star Wars II: The Original Trilogy,X360,2006.0,Action,LucasArts,0.55,0.03,0.0,0.05,0.63,81.0,50.0,8.0,45.0,E10+,Sí,Sí,Sí
Disney Sing It: Party Hits,Wii,2010.0,Misc,Disney Interactive Studios,0.48,0.1,0.0,0.04,0.63,,,,,E,No,No,Sí
Taiko no Tatsujin: Chibi Dragon to Fushigi na Or,3DS,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,,,,,,No,No,No
Rock Band 3,Wii,2010.0,Misc,MTV Games,0.53,0.06,0.0,0.04,0.63,91.0,10.0,6.9,36.0,T,Sí,Sí,Sí
Dragon Age II,PC,2011.0,Action,Electronic Arts,0.23,0.33,0.0,0.08,0.63,82.0,45.0,4.5,4546.0,M,Sí,Sí,Sí
Tony Hawks Pro Skater 2x,X,2001.0,Sports,Activision,0.41,0.19,0.0,0.03,0.63,78.0,24.0,8.8,5.0,T,Sí,Sí,Sí
NBA Live 08,PS3,2007.0,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,73.0,28.0,6.8,10.0,E,Sí,Sí,Sí
Sim Theme Park,PS,1999.0,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63,,,,,,No,No,No
Shin Megami Tensei: Persona 3 Portable,PSP,2009.0,Role-Playing,Ghostlight,0.18,0.06,0.34,0.05,0.63,89.0,40.0,8.3,321.0,M,Sí,Sí,Sí
FIFA Soccer 2003,X,2002.0,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,88.0,11.0,7.7,11.0,E,Sí,Sí,Sí
The Lord of the Rings: Conquest,X360,2009.0,Action,Electronic Arts,0.37,0.2,0.0,0.06,0.63,55.0,58.0,7.0,111.0,T,Sí,Sí,Sí
Monster Hunter 2,PS2,2006.0,Role-Playing,Capcom,0.0,0.0,0.63,0.0,0.63,,,,,,No,No,No
NASCAR 06: Total Team Control,PS2,2005.0,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78.0,18.0,7.7,18.0,E,Sí,Sí,Sí
Dogz,GBA,2004.0,Simulation,Ubisoft,0.45,0.17,0.0,0.01,0.63,48.0,9.0,6.3,13.0,E,Sí,Sí,Sí
Super Castlevania IV,SNES,1991.0,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,,,,,,No,No,No
A Bugs Life,N64,1998.0,Platform,Activision,0.49,0.13,0.0,0.01,0.63,,,,,,No,No,No
White Knight Chronicles II,PS3,2010.0,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60.0,45.0,7.2,65.0,T,Sí,Sí,Sí
Iron Man,PSP,2008.0,Action,Sega,0.46,0.09,0.0,0.09,0.63,44.0,7.0,6.5,16.0,T,Sí,Sí,Sí
Wolfenstein,PS3,2009.0,Shooter,Activision,0.25,0.27,0.0,0.11,0.63,71.0,58.0,7.4,77.0,M,Sí,Sí,Sí
The Sims 3: Generations,PC,2011.0,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,70.0,22.0,3.6,81.0,T,Sí,Sí,Sí
Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003.0,Fighting,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,,,,,,No,No,No
Juiced 2: Hot Import Nights,X360,2007.0,Racing,THQ,0.22,0.34,0.0,0.07,0.63,68.0,24.0,7.5,22.0,T,Sí,Sí,Sí
The Walking Dead: Survival Instinct,X360,2013.0,Shooter,Activision,0.46,0.11,0.0,0.05,0.63,32.0,30.0,4.0,412.0,M,Sí,Sí,Sí
Ape Escape 2,PS2,2002.0,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,82.0,31.0,8.4,33.0,E,Sí,Sí,Sí
X-Man,2600,1982.0,Action,Universal Gamex,0.58,0.04,0.0,0.01,0.63,,,,,,No,No,No
Sega Rally Revo,PS3,2007.0,Racing,Sega,0.07,0.42,0.0,0.14,0.63,75.0,40.0,7.0,20.0,E,Sí,Sí,Sí
Frozen: Olafs Quest,3DS,2013.0,Platform,Disney Interactive Studios,0.29,0.29,0.0,0.05,0.63,,,,,,No,No,No
